Location,Area,BHK,Floor,Balconies,Property Age,Parking,Near Market,Main Road,Furnishing,Price
Sudama Nagar,4303,4,4,2,9,Yes,Yes,Yes,Furnished,223.41
Khajrana,3042,4,1,4,5,No,No,No,Furnished,135.0
Vijay Nagar,4217,5,4,3,27,No,Yes,No,Unfurnished,389.89
Pipliyahana,2837,3,2,1,32,No,No,No,Non-Furnished,135.62
AB Road,1894,3,4,0,4,No,No,No,Non-Furnished,124.56
Mahalaxmi Nagar,3473,4,2,1,28,No,Yes,No,Semi-Furnished,306.69
LIG Colony,2739,3,1,1,38,Yes,Yes,Yes,Non-Furnished,133.0
Navlakha,3262,4,4,0,1,No,No,No,Non-Furnished,183.24
Scheme No. 54,2208,4,4,3,30,No,No,Yes,Furnished,216.97
Rau,1017,2,3,3,7,No,Yes,Yes,Non-Furnished,57.29
Vaishali Nagar,2157,3,2,0,11,No,No,No,Non-Furnished,132.58
Khandwa Road,1920,3,1,4,24,Yes,Yes,Yes,Non-Furnished,77.55
Lokmanya Nagar,4911,4,4,1,32,Yes,No,No,Non-Furnished,200.88
Ring Road,1942,3,4,2,23,Yes,Yes,Yes,Non-Furnished,99.44
Super Corridor,1682,3,1,4,41,Yes,No,No,Non-Furnished,139.37
MR-10,3481,4,1,2,6,No,No,No,Semi-Furnished,221.12
Bengali Square,1779,3,2,1,5,Yes,No,No,Semi-Furnished,183.02
Scheme No. 54,3284,4,2,3,12,No,No,No,Semi-Furnished,344.87
Rau,2451,4,3,1,38,Yes,Yes,No,Non-Furnished,170.78
Navlakha,957,2,4,2,37,Yes,No,No,Non-Furnished,40.44
Khajrana,3860,4,1,2,23,Yes,No,No,Semi-Furnished,139.46
Lokmanya Nagar,1329,2,2,0,36,No,Yes,Yes,Furnished,58.04
Navlakha,1649,3,1,2,34,No,Yes,Yes,Furnished,77.64
Super Corridor,3479,4,1,0,3,Yes,Yes,No,Semi-Furnished,329.87
Nipania,2448,4,2,4,30,No,No,Yes,Semi-Furnished,215.04
Mhow Road,1409,2,2,3,22,Yes,Yes,Yes,Semi-Furnished,56.33
Navlakha,4886,4,3,2,25,No,Yes,Yes,Furnished,254.07
Mahalaxmi Nagar,1657,3,0,4,1,Yes,No,Yes,Furnished,146.68
Ujjain Road,3104,4,1,0,39,No,Yes,Yes,Furnished,92.65
Sudama Nagar,1103,2,1,3,14,Yes,No,No,Non-Furnished,48.74
Tilak Nagar,1139,2,3,2,38,Yes,No,No,Non-Furnished,54.56
Nipania,2773,4,4,0,37,Yes,No,No,Non-Furnished,226.7
Bengali Square,2283,4,2,4,35,Yes,Yes,Yes,Semi-Furnished,188.88
Pipliyahana,1777,3,4,1,7,Yes,No,No,Non-Furnished,107.36
Super Corridor,1920,3,4,3,6,No,No,No,Semi-Furnished,175.33
Silicon City,3358,4,3,1,10,Yes,Yes,Yes,Furnished,134.14
Mhow Road,2746,3,3,2,7,Yes,Yes,Yes,Semi-Furnished,124.37
Pipliyahana,3296,4,1,1,16,Yes,No,No,Non-Furnished,179.82
Saket Nagar,799,1,1,3,37,No,Yes,Yes,Furnished,38.39
Navlakha,768,1,4,3,33,No,No,No,Furnished,35.48
Bhawarkuan,1041,2,2,1,12,No,Yes,Yes,Semi-Furnished,54.85
Rau,3905,5,1,2,8,No,Yes,Yes,Furnished,244.79
Scheme No. 140,1156,2,3,4,2,Yes,Yes,Yes,Semi-Furnished,80.88
Pipliyahana,1881,3,3,2,28,Yes,No,No,Semi-Furnished,100.54
Palasia,3608,4,1,1,12,Yes,Yes,Yes,Non-Furnished,253.72
Khajrana,4832,4,2,3,24,No,No,No,Furnished,179.62
Scheme No. 54,1182,2,0,4,26,No,No,Yes,Furnished,125.91
CAT Road,837,2,3,1,2,No,No,No,Non-Furnished,39.61
LIG Colony,4266,4,4,2,8,Yes,Yes,Yes,Semi-Furnished,259.45
Mahu Naka,534,1,1,2,25,Yes,No,No,Semi-Furnished,26.47
Vaishali Nagar,1852,3,4,0,16,Yes,No,No,Semi-Furnished,119.89
Lokmanya Nagar,3283,4,1,2,4,No,Yes,Yes,Furnished,177.35
Scheme No. 54,2580,4,4,2,17,Yes,Yes,Yes,Semi-Furnished,319.23
MR-10,1001,2,1,4,27,Yes,Yes,Yes,Furnished,60.33
Bengali Square,3218,4,2,2,6,No,No,No,Non-Furnished,322.42
Silicon City,2031,3,1,0,1,No,No,No,Non-Furnished,77.09
Ujjain Road,3227,4,3,1,30,No,Yes,Yes,Non-Furnished,99.89
Rau,2680,4,0,1,1,No,No,No,Non-Furnished,159.03
Khajrana,4972,4,3,0,16,No,No,No,Non-Furnished,184.93
Indore Bypass,1455,2,4,4,21,No,No,No,Non-Furnished,70.36
Lokmanya Nagar,1215,2,4,3,27,Yes,Yes,Yes,Semi-Furnished,56.31
AB Road,664,1,3,1,38,Yes,Yes,Yes,Furnished,38.04
LIG Colony,4387,4,3,3,17,No,No,No,Non-Furnished,229.61
Saket Nagar,3417,4,4,1,43,No,Yes,Yes,Semi-Furnished,153.34
Rau-Pithampur Road,3589,4,1,3,26,No,No,No,Furnished,130.18
Nipania,3351,4,4,2,6,No,No,No,Semi-Furnished,313.11
Bengali Square,3331,4,1,3,45,No,No,Yes,Furnished,291.72
Mahu Naka,1366,2,4,3,32,No,No,No,Non-Furnished,60.56
Chandan Nagar,3489,4,2,3,13,Yes,Yes,Yes,Non-Furnished,134.65
Scheme No. 94,1795,3,1,2,33,No,Yes,Yes,Furnished,81.91
Bhawarkuan,2549,3,1,2,32,No,Yes,Yes,Semi-Furnished,111.29
Saket Nagar,1593,3,4,4,40,No,No,No,Furnished,73.72
Khandwa Road,687,1,4,2,38,No,Yes,Yes,Non-Furnished,24.65
Pipliyahana,3878,4,2,4,9,No,Yes,Yes,Semi-Furnished,242.1
Rau,4636,5,0,4,33,Yes,No,No,Non-Furnished,280.03
Chandan Nagar,3066,4,1,0,43,No,Yes,Yes,Non-Furnished,83.26
Rau-Pithampur Road,3242,4,3,3,33,Yes,No,No,Semi-Furnished,106.43
Nipania,4067,5,3,3,17,Yes,No,No,Non-Furnished,370.02
Annapurna Road,1127,2,2,2,4,Yes,No,No,Furnished,67.01
Rajendra Nagar,4334,4,2,2,9,No,Yes,Yes,Non-Furnished,195.47
CAT Road,1000,2,3,2,19,Yes,No,No,Semi-Furnished,44.42
Rau-Pithampur Road,1942,3,4,2,23,Yes,Yes,Yes,Non-Furnished,71.09
Sudama Nagar,3900,4,3,3,39,No,No,No,Non-Furnished,132.01
Ring Road,1503,3,3,0,26,Yes,Yes,Yes,Semi-Furnished,78.48
Nipania,676,1,2,4,15,No,No,No,Non-Furnished,50.79
Ujjain Road,4648,4,1,4,34,Yes,No,No,Semi-Furnished,138.09
Indore Bypass,4621,4,3,1,37,No,No,No,Non-Furnished,194.79
Chandan Nagar,4981,4,2,4,43,No,Yes,Yes,Semi-Furnished,142.54
AB Road,2368,3,4,1,13,Yes,Yes,Yes,Non-Furnished,152.95
Lokmanya Nagar,2722,3,2,0,3,Yes,Yes,Yes,Semi-Furnished,144.62
Rajendra Nagar,750,1,3,4,29,Yes,No,No,Furnished,30.41
Vaishali Nagar,4386,4,2,0,22,Yes,Yes,Yes,Semi-Furnished,273.53
Rajendra Nagar,2155,3,4,3,38,Yes,Yes,Yes,Furnished,80.93
MR-10,2470,3,3,3,34,No,Yes,Yes,Semi-Furnished,134.3
Indore Bypass,3626,4,4,3,19,No,No,No,Semi-Furnished,186.88
Gandhi Nagar,4692,4,1,4,28,No,No,No,Furnished,200.69
Mahalaxmi Nagar,537,1,2,3,33,No,Yes,Yes,Furnished,45.38
Rajendra Nagar,788,1,1,4,5,Yes,No,No,Non-Furnished,36.25
Sudama Nagar,4117,4,3,1,29,No,No,No,Semi-Furnished,163.47
Scheme No. 140,2655,3,3,1,10,Yes,Yes,Yes,Non-Furnished,164.8
Chandan Nagar,1838,3,1,3,7,Yes,Yes,Yes,Semi-Furnished,78.38
Mahalaxmi Nagar,3015,4,1,1,40,Yes,Yes,Yes,Furnished,286.53
Ring Road,1074,2,4,3,15,Yes,No,No,Furnished,62.35
Palasia,4243,4,1,3,16,No,Yes,Yes,Non-Furnished,285.6
Chandan Nagar,1460,2,3,1,15,Yes,Yes,Yes,Non-Furnished,56.16
Ring Road,1656,3,4,4,34,Yes,Yes,Yes,Furnished,83.55
MR-10,2237,3,1,3,20,Yes,No,No,Furnished,134.71
Scheme No. 94,3084,4,3,0,14,No,No,No,Non-Furnished,154.73
Rajendra Nagar,1757,3,2,4,38,Yes,No,No,Semi-Furnished,60.76
Khandwa Road,3884,4,4,2,4,No,No,No,Non-Furnished,179.55
Sudama Nagar,4068,4,2,4,27,No,No,No,Semi-Furnished,163.61
Sudama Nagar,3298,4,1,3,19,Yes,Yes,Yes,Non-Furnished,140.83
Palasia,1418,2,2,4,17,Yes,No,No,Semi-Furnished,100.03
Ring Road,1281,2,3,3,9,Yes,Yes,Yes,Non-Furnished,73.29
Mhow Road,3252,4,4,0,23,No,Yes,Yes,Non-Furnished,122.98
Pipliyahana,1616,3,4,3,26,No,No,No,Semi-Furnished,87.0
MR-10,734,1,3,4,22,Yes,No,No,Furnished,45.73
Rau,3354,4,3,3,36,Yes,No,No,Semi-Furnished,192.97
Silicon City,1020,2,3,3,21,Yes,Yes,Yes,Furnished,36.88
Super Corridor,2958,4,1,1,8,No,Yes,No,Non-Furnished,326.44
Khajrana,3230,4,1,1,8,Yes,No,No,Non-Furnished,128.61
AB Road,2186,3,3,1,21,No,Yes,Yes,Furnished,139.23
CAT Road,1520,3,4,0,21,No,No,No,Semi-Furnished,65.18
Pardesipura,3650,4,3,3,30,Yes,No,No,Semi-Furnished,143.16
Chandan Nagar,3863,4,4,4,21,Yes,Yes,Yes,Semi-Furnished,145.85
Khandwa Road,3027,4,1,2,13,Yes,No,No,Furnished,140.74
Palasia,2483,3,2,4,30,No,No,No,Non-Furnished,144.37
Gandhi Nagar,669,1,1,1,6,No,Yes,Yes,Non-Furnished,32.3
Saket Nagar,931,2,4,3,8,Yes,Yes,Yes,Semi-Furnished,58.91
Rau-Pithampur Road,3412,4,3,2,34,Yes,No,No,Furnished,115.64
Ujjain Road,3820,4,4,1,9,No,Yes,Yes,Semi-Furnished,155.57
Rau,3922,5,0,3,44,No,No,No,Semi-Furnished,234.29
Gandhi Nagar,1573,3,4,4,4,No,Yes,Yes,Furnished,86.23
Khandwa Road,3831,4,4,2,16,No,Yes,Yes,Furnished,182.7
Ujjain Road,1949,3,1,2,40,No,No,No,Non-Furnished,50.62
Scheme No. 54,4292,5,1,1,3,No,No,Yes,Furnished,473.89
Scheme No. 54,943,2,4,4,2,Yes,Yes,Yes,Semi-Furnished,124.24
LIG Colony,2549,3,2,1,10,No,No,No,Furnished,148.68
Palasia,1332,2,2,1,25,Yes,No,No,Non-Furnished,83.77
Khandwa Road,2622,3,2,2,31,No,No,No,Furnished,104.49
Bhawarkuan,4964,4,3,1,14,No,Yes,Yes,Semi-Furnished,259.24
Sudama Nagar,939,2,1,1,9,Yes,Yes,Yes,Non-Furnished,44.87
Saket Nagar,4880,4,1,1,36,Yes,Yes,Yes,Semi-Furnished,231.04
AB Road,4568,4,2,2,10,Yes,Yes,Yes,Non-Furnished,293.91
Tilak Nagar,766,1,4,2,42,No,No,No,Non-Furnished,34.61
Saket Nagar,606,1,1,3,27,No,No,No,Semi-Furnished,30.02
AB Road,2676,3,3,3,13,Yes,No,No,Furnished,179.25
CAT Road,2727,3,3,0,12,Yes,No,No,Semi-Furnished,126.58
MR-10,3621,4,1,1,16,No,No,No,Semi-Furnished,214.46
Rajendra Nagar,2717,3,4,4,41,No,No,No,Semi-Furnished,90.93
Silicon City,1258,2,4,0,11,Yes,No,No,Furnished,49.3
Scheme No. 54,657,1,1,2,3,No,Yes,Yes,Furnished,77.67
Bhawarkuan,4065,4,2,2,9,Yes,Yes,Yes,Furnished,228.46
Ring Road,3863,4,4,4,21,Yes,Yes,Yes,Semi-Furnished,209.3
Mahalaxmi Nagar,3797,5,2,2,7,Yes,Yes,No,Non-Furnished,329.74
Ring Road,3426,4,2,3,24,Yes,No,No,Non-Furnished,164.14
Indore Bypass,3409,4,2,1,3,No,No,No,Semi-Furnished,193.2
Ring Road,770,1,3,1,41,No,No,No,Semi-Furnished,33.22
Khandwa Road,1196,2,2,2,30,Yes,No,No,Non-Furnished,44.82
Dhar Road,4433,4,3,4,1,Yes,Yes,Yes,Semi-Furnished,198.73
Sudama Nagar,3118,4,2,3,21,Yes,Yes,Yes,Non-Furnished,131.74
Scheme No. 140,2496,3,3,4,10,Yes,Yes,Yes,Furnished,167.83
Annapurna Road,2077,3,1,1,21,No,No,No,Semi-Furnished,100.18
Ujjain Road,1531,3,1,1,25,No,No,No,Furnished,52.02
Pardesipura,4628,4,1,2,40,No,Yes,Yes,Semi-Furnished,165.38
Tilak Nagar,1064,2,2,2,11,No,No,No,Non-Furnished,61.87
Sudama Nagar,2093,3,3,1,8,Yes,No,No,Semi-Furnished,102.69
Vaishali Nagar,3912,4,1,1,15,Yes,No,No,Non-Furnished,233.86
Vaishali Nagar,2804,3,3,0,33,No,No,No,Non-Furnished,147.13
Scheme No. 54,3838,5,2,4,24,Yes,Yes,No,Semi-Furnished,460.54
Palasia,3961,4,4,0,23,No,Yes,Yes,Semi-Furnished,273.17
LIG Colony,685,1,3,4,14,No,No,No,Non-Furnished,36.44
Rau,3985,5,2,2,17,Yes,No,No,Non-Furnished,272.06
Chandan Nagar,2890,3,2,4,10,No,Yes,Yes,Non-Furnished,113.97
Scheme No. 54,4516,5,2,1,10,Yes,Yes,No,Semi-Furnished,451.42
Indore Bypass,666,1,3,0,8,Yes,No,No,Semi-Furnished,38.23
Rajendra Nagar,4813,4,4,3,35,No,No,No,Non-Furnished,164.95
Nipania,924,2,3,2,23,Yes,Yes,No,Furnished,77.73
Khandwa Road,2894,3,1,3,14,No,No,No,Non-Furnished,120.75
Lokmanya Nagar,3699,4,2,2,12,Yes,Yes,Yes,Furnished,192.22
Annapurna Road,2073,3,4,3,37,Yes,Yes,Yes,Non-Furnished,87.57
AB Road,1208,2,4,0,11,Yes,Yes,Yes,Semi-Furnished,84.55
CAT Road,1515,3,2,4,37,Yes,Yes,Yes,Semi-Furnished,57.82
Sudama Nagar,1918,3,2,3,26,Yes,Yes,Yes,Semi-Furnished,81.39
Palasia,1511,3,3,2,29,Yes,Yes,Yes,Furnished,103.83
Ujjain Road,4791,4,2,4,42,No,No,No,Furnished,134.01
Pipliyahana,2887,3,1,4,15,Yes,No,No,Non-Furnished,158.95
Rau,4993,5,0,1,30,No,Yes,No,Non-Furnished,325.3
Indore Bypass,1295,2,2,0,12,No,Yes,Yes,Furnished,74.27
Rau,4799,5,2,0,4,No,No,Yes,Furnished,261.35
LIG Colony,675,1,2,1,1,No,Yes,Yes,Furnished,43.25
Rau,2401,4,0,4,14,Yes,Yes,No,Semi-Furnished,160.92
Mhow Road,4016,4,3,1,7,Yes,No,No,Furnished,183.31
Scheme No. 140,1153,2,1,3,37,Yes,No,No,Furnished,60.04
Rau-Pithampur Road,4682,4,3,4,26,No,No,No,Furnished,172.03
Tilak Nagar,1572,3,4,1,28,No,No,No,Furnished,87.21
Nipania,957,2,1,4,23,Yes,No,Yes,Non-Furnished,72.6
AB Road,4506,4,4,2,41,Yes,No,No,Non-Furnished,213.64
Indore Bypass,4407,4,4,4,30,No,No,No,Non-Furnished,198.67
Scheme No. 94,4245,4,1,0,30,No,Yes,Yes,Non-Furnished,183.89
CAT Road,1959,3,4,3,6,Yes,Yes,Yes,Semi-Furnished,99.79
Navlakha,1065,2,1,1,32,Yes,No,No,Semi-Furnished,48.31
Rajendra Nagar,4137,4,4,0,20,Yes,No,No,Semi-Furnished,174.07
Chandan Nagar,3088,4,1,2,14,No,Yes,Yes,Furnished,127.32
Bengali Square,2615,4,3,0,30,Yes,No,Yes,Semi-Furnished,261.43
Scheme No. 140,4948,4,2,0,10,Yes,No,No,Semi-Furnished,306.95
Tilak Nagar,1047,2,4,1,17,No,Yes,Yes,Non-Furnished,60.88
Rajendra Nagar,2126,3,3,1,13,Yes,No,No,Semi-Furnished,95.18
Bengali Square,1178,2,3,1,13,Yes,Yes,Yes,Furnished,112.69
Pipliyahana,3218,4,4,2,25,No,Yes,Yes,Semi-Furnished,180.56
Vijay Nagar,2397,4,4,4,22,Yes,No,Yes,Furnished,265.99
CAT Road,4228,4,1,4,37,No,No,No,Furnished,158.39
Lokmanya Nagar,4293,4,4,0,13,No,No,No,Furnished,216.11
Annapurna Road,3391,4,2,1,17,No,Yes,Yes,Non-Furnished,167.76
Gandhi Nagar,4124,4,4,3,20,Yes,Yes,Yes,Furnished,201.15
Annapurna Road,3727,4,2,4,18,Yes,Yes,Yes,Furnished,199.82
Rajendra Nagar,2265,3,2,2,33,Yes,Yes,Yes,Non-Furnished,81.9
Mahu Naka,4224,4,2,2,41,Yes,No,No,Non-Furnished,174.15
Nipania,3154,4,3,3,2,Yes,Yes,Yes,Furnished,260.1
Pardesipura,3106,4,4,3,20,Yes,Yes,Yes,Non-Furnished,135.2
Palasia,4114,4,3,1,1,No,No,No,Non-Furnished,303.94
Tilak Nagar,1098,2,4,3,10,No,No,No,Non-Furnished,65.35
AB Road,2535,3,2,2,40,No,Yes,Yes,Non-Furnished,122.26
Mhow Road,2153,3,1,3,31,No,No,No,Semi-Furnished,74.85
Ujjain Road,2350,3,3,2,35,No,Yes,Yes,Furnished,74.87
Scheme No. 94,2840,3,3,2,21,Yes,Yes,Yes,Non-Furnished,138.71
Rajendra Nagar,3351,4,3,2,30,Yes,Yes,Yes,Non-Furnished,125.7
Ujjain Road,1932,3,4,4,35,Yes,Yes,Yes,Non-Furnished,57.64
MR-10,4237,4,4,4,29,Yes,Yes,Yes,Furnished,250.96
Vijay Nagar,362,1,2,1,19,No,Yes,Yes,Furnished,82.24
Rau-Pithampur Road,3166,4,1,2,28,Yes,Yes,Yes,Non-Furnished,107.36
Vijay Nagar,2815,4,2,3,37,Yes,Yes,No,Semi-Furnished,277.75
Gandhi Nagar,2139,3,3,1,44,Yes,Yes,Yes,Semi-Furnished,80.53
Dhar Road,1572,3,4,3,13,No,No,No,Non-Furnished,59.01
Saket Nagar,892,2,1,1,19,Yes,Yes,Yes,Semi-Furnished,50.62
Bengali Square,4764,5,1,0,14,No,Yes,No,Semi-Furnished,469.29
Rau,1758,3,1,2,3,No,No,Yes,Non-Furnished,121.32
Scheme No. 140,2160,3,1,3,43,No,Yes,Yes,Non-Furnished,97.54
Khajrana,550,1,4,1,32,Yes,No,No,Non-Furnished,18.25
Khandwa Road,1845,3,2,1,22,Yes,No,No,Furnished,80.67
Scheme No. 94,3608,4,2,2,4,No,Yes,Yes,Furnished,218.28
Scheme No. 140,1076,2,2,1,3,No,No,No,Semi-Furnished,69.74
Nipania,2197,3,2,3,22,Yes,Yes,No,Semi-Furnished,162.88
Khandwa Road,2985,3,1,4,31,No,Yes,Yes,Furnished,122.2
Rajendra Nagar,4937,4,4,2,22,Yes,Yes,Yes,Furnished,218.22
Navlakha,4201,4,2,1,6,No,No,No,Semi-Furnished,234.3
MR-10,3286,4,3,0,4,No,Yes,Yes,Non-Furnished,212.2
Khajrana,3186,4,4,0,21,No,Yes,Yes,Semi-Furnished,123.41
Vijay Nagar,2694,4,0,3,14,Yes,Yes,Yes,Semi-Furnished,283.48
Vijay Nagar,4730,5,2,3,39,Yes,Yes,Yes,Furnished,441.0
Annapurna Road,3757,4,1,4,16,No,No,No,Semi-Furnished,189.28
Palasia,2219,3,2,2,42,No,Yes,Yes,Semi-Furnished,126.27
Mahu Naka,2044,3,4,3,18,Yes,No,No,Non-Furnished,100.34
Pardesipura,3585,4,1,4,8,Yes,No,No,Non-Furnished,163.46
Mhow Road,3145,4,1,2,32,Yes,Yes,Yes,Furnished,117.48
Limbodi,2966,3,3,0,18,No,Yes,Yes,Non-Furnished,118.94
Ring Road,1874,3,2,0,6,No,No,No,Furnished,111.31
MR-10,966,2,2,1,24,No,No,No,Furnished,56.01
Rau,1838,3,0,1,20,No,Yes,No,Non-Furnished,95.76
Chandan Nagar,3589,4,1,3,26,No,No,No,Furnished,126.65
CAT Road,1351,2,2,0,22,Yes,No,No,Furnished,59.93
Nipania,2097,3,4,4,21,No,Yes,Yes,Furnished,179.01
Tilak Nagar,4749,4,2,4,14,No,Yes,Yes,Semi-Furnished,291.28
Rau,640,1,1,0,45,No,No,Yes,Semi-Furnished,22.63
Lokmanya Nagar,672,1,3,4,7,Yes,Yes,Yes,Semi-Furnished,35.85
Khandwa Road,2635,3,3,1,21,Yes,Yes,Yes,Furnished,120.68
Mahalaxmi Nagar,1760,3,4,4,1,No,No,Yes,Semi-Furnished,151.2
LIG Colony,1059,2,4,3,30,No,Yes,Yes,Non-Furnished,54.55
Ujjain Road,3072,4,1,3,44,No,Yes,Yes,Non-Furnished,78.56
Dhar Road,1116,2,4,2,30,No,No,No,Semi-Furnished,36.58
Chandan Nagar,3308,4,1,2,38,No,Yes,Yes,Furnished,104.81
Ujjain Road,755,1,1,3,22,Yes,Yes,Yes,Furnished,28.3
Indore Bypass,2657,3,3,1,16,No,Yes,Yes,Semi-Furnished,144.03
Tilak Nagar,895,2,3,0,22,No,Yes,Yes,Furnished,53.38
LIG Colony,2050,3,3,3,34,No,No,No,Non-Furnished,97.33
Lokmanya Nagar,1959,3,4,0,1,No,Yes,Yes,Non-Furnished,101.65
Limbodi,1335,2,2,3,23,No,No,No,Semi-Furnished,51.6
Annapurna Road,3918,4,1,3,4,Yes,Yes,Yes,Non-Furnished,215.52
Pardesipura,1380,2,1,0,22,No,Yes,Yes,Non-Furnished,57.25
Mhow Road,4408,4,1,4,21,No,Yes,Yes,Non-Furnished,166.38
Nipania,1926,3,4,4,32,Yes,Yes,Yes,Semi-Furnished,163.15
Pardesipura,597,1,4,0,17,Yes,Yes,Yes,Non-Furnished,27.64
Rajendra Nagar,2234,3,1,1,16,No,No,No,Non-Furnished,90.39
LIG Colony,790,1,3,1,37,Yes,No,No,Furnished,41.01
Scheme No. 54,3195,4,3,4,34,Yes,No,No,Furnished,365.13
Saket Nagar,1142,2,4,2,10,Yes,No,No,Semi-Furnished,68.62
Rau-Pithampur Road,3229,4,2,4,10,Yes,No,No,Non-Furnished,127.19
Indore Bypass,3401,4,2,4,42,Yes,Yes,Yes,Semi-Furnished,149.44
Gandhi Nagar,4850,4,3,4,16,No,Yes,Yes,Non-Furnished,220.51
Nipania,1909,3,1,1,8,No,Yes,Yes,Non-Furnished,174.41
MR-10,845,2,3,0,16,Yes,No,No,Non-Furnished,50.54
Gandhi Nagar,2641,3,4,4,23,No,Yes,Yes,Furnished,124.97
Ring Road,4066,4,2,4,37,No,Yes,Yes,Non-Furnished,177.76
Pipliyahana,1865,3,2,1,15,No,No,No,Non-Furnished,102.33
Pardesipura,1433,2,1,2,35,No,Yes,Yes,Semi-Furnished,54.22
Scheme No. 94,875,2,3,0,15,Yes,No,No,Furnished,49.12
Mhow Road,3334,4,4,4,4,No,No,No,Furnished,155.88
Sudama Nagar,2080,3,4,2,15,Yes,Yes,Yes,Semi-Furnished,99.43
Vaishali Nagar,2762,3,3,0,8,Yes,Yes,Yes,Non-Furnished,183.82
Super Corridor,2366,4,0,0,14,No,No,Yes,Non-Furnished,229.08
Rajendra Nagar,2155,3,4,1,10,No,Yes,Yes,Non-Furnished,97.94
Mahu Naka,1514,3,1,3,9,No,No,No,Semi-Furnished,78.93
Khajrana,1673,3,3,4,29,No,Yes,Yes,Semi-Furnished,59.0
Vijay Nagar,1147,2,2,1,13,No,No,Yes,Semi-Furnished,140.59
Mahu Naka,4404,4,3,0,4,Yes,No,No,Semi-Furnished,241.49
Lokmanya Nagar,4596,4,3,1,42,No,No,No,Semi-Furnished,179.63
Lokmanya Nagar,4595,4,2,4,34,Yes,Yes,Yes,Semi-Furnished,197.29
Super Corridor,1280,2,0,0,4,No,Yes,No,Furnished,141.5
Scheme No. 140,3376,4,3,3,44,No,No,No,Semi-Furnished,156.06
Chandan Nagar,1281,2,3,3,9,Yes,Yes,Yes,Non-Furnished,52.27
Sudama Nagar,2027,3,4,4,15,Yes,No,No,Furnished,97.82
Super Corridor,1318,3,4,2,14,Yes,Yes,Yes,Furnished,128.91
Rajendra Nagar,2043,3,1,1,28,No,Yes,Yes,Semi-Furnished,79.9
Khandwa Road,2681,3,3,0,39,Yes,Yes,Yes,Furnished,104.02
Vaishali Nagar,2679,3,2,2,10,No,Yes,Yes,Furnished,185.86
Nipania,1501,3,1,4,17,No,Yes,No,Furnished,125.43
Sudama Nagar,2181,3,4,2,42,Yes,No,No,Non-Furnished,72.83
Mahu Naka,4160,4,4,0,33,Yes,Yes,Yes,Non-Furnished,192.85
MR-10,2268,3,4,2,42,Yes,No,No,Non-Furnished,108.0
Khandwa Road,1785,3,1,0,37,Yes,Yes,Yes,Semi-Furnished,67.27
Ujjain Road,2185,3,2,3,5,No,Yes,Yes,Semi-Furnished,90.8
Bengali Square,4671,5,0,2,36,No,No,No,Furnished,402.45
Saket Nagar,4590,4,2,0,31,No,No,No,Furnished,228.19
Vijay Nagar,3975,5,3,4,5,Yes,No,No,Semi-Furnished,386.75
Vaishali Nagar,4716,4,4,1,40,No,Yes,Yes,Furnished,263.13
Ujjain Road,688,1,4,2,41,No,No,No,Furnished,19.81
Sudama Nagar,3313,4,3,0,2,No,No,No,Furnished,175.06
Bengali Square,2683,4,0,3,36,Yes,No,Yes,Non-Furnished,230.3
MR-10,1284,2,4,1,8,No,Yes,Yes,Non-Furnished,81.43
Mahalaxmi Nagar,3040,4,2,0,41,No,No,Yes,Non-Furnished,273.06
Sudama Nagar,1959,3,4,0,1,No,Yes,Yes,Non-Furnished,99.3
Khajrana,4385,4,2,2,42,Yes,No,No,Non-Furnished,121.17
Limbodi,4384,4,2,4,13,Yes,No,No,Semi-Furnished,186.58
Sudama Nagar,1329,2,2,0,36,No,Yes,Yes,Furnished,51.85
Lokmanya Nagar,4417,4,2,0,23,Yes,Yes,Yes,Semi-Furnished,205.41
Khandwa Road,3367,4,4,0,38,No,No,No,Semi-Furnished,122.53
Rau,3576,5,4,0,22,No,Yes,No,Furnished,205.1
Chandan Nagar,1070,2,4,1,31,No,No,No,Furnished,36.41
Scheme No. 54,2401,4,2,0,28,No,No,Yes,Furnished,268.21
Saket Nagar,1301,2,1,0,24,Yes,Yes,Yes,Semi-Furnished,69.99
Bengali Square,2988,4,1,0,3,No,Yes,Yes,Non-Furnished,244.49
Pipliyahana,4229,4,1,4,37,Yes,Yes,Yes,Non-Furnished,200.25
Palasia,2788,3,3,3,3,Yes,No,No,Non-Furnished,206.5
Scheme No. 94,737,1,3,3,11,No,Yes,Yes,Semi-Furnished,40.66
LIG Colony,2637,3,1,3,32,Yes,No,No,Furnished,136.38
Scheme No. 140,2596,3,2,2,6,Yes,Yes,Yes,Non-Furnished,164.55
LIG Colony,1004,2,3,1,28,Yes,Yes,Yes,Semi-Furnished,55.34
Mahu Naka,1300,2,4,0,14,No,No,No,Furnished,69.95
Rau-Pithampur Road,761,1,4,1,5,No,Yes,Yes,Semi-Furnished,33.86
Rau-Pithampur Road,1995,3,4,3,40,Yes,No,No,Non-Furnished,58.59
Bhawarkuan,666,1,4,2,26,No,Yes,Yes,Non-Furnished,30.18
Scheme No. 140,3744,4,1,0,5,No,Yes,Yes,Non-Furnished,233.4
Mhow Road,2794,3,3,3,12,No,No,No,Non-Furnished,111.62
Scheme No. 54,2746,4,2,2,5,Yes,No,Yes,Furnished,292.3
LIG Colony,2427,3,3,2,3,Yes,No,No,Furnished,149.22
MR-10,3615,4,4,1,35,No,Yes,Yes,Furnished,202.18
Pipliyahana,1155,2,2,3,22,Yes,No,No,Furnished,66.99
